Study,Gas,Surfactant,Surfactant Concentration,Additive,Additive Concentration,LiquidPhase,Quality,Pressure (Psi),Temperature (C),Shear Rate (/Sec),Halflife (Min),Viscosity(cP)
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,200,,0.5,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,100,,51,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,120,,28,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,150,,5,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,180,,3.8,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,200,,1.5,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,100,,60,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,120,,17,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,150,,4.5,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,180,,1,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,200,,0.73,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,100,,110,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,120,,58,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,150,,10,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,180,,5,
Thakore 2021,N2,NP-40,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,200,,2,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,100,100,,14,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,100,120,,10,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,100,150,,1.5,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,100,180,,0.5,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,100,200,,0.4,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,150,100,,13,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,150,120,,11,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,150,150,,2.3,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,150,180,,0.6,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,150,200,,0.48,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,200,100,,16,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,200,120,,13,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,200,150,,3,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,200,180,,0.7,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,200,200,,0.5,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,100,,18,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,120,,13.5,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,150,,3.3,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,180,,0.77,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,250,200,,0.65,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,100,,25,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,120,,15,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,150,,4,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,180,,0.8,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,300,200,,0.7,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,100,,35,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,120,,17,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,150,,4.5,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,180,,1,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,350,200,,0.83,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,100,,40,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,120,,32,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,150,,8,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,180,,2,
Thakore 2021,N2,CTAC,1 w%,Guar + Boric Acid,0.36 w% + 0.1 w%,DI Water,,400,200,,2.3,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,100,100,,65,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,100,120,,12,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,100,150,,6,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,100,180,,3.4,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,100,200,,1,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,150,100,,78,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,150,120,,18,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,150,150,,8.3,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,150,180,,4.2,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,150,200,,2.8,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,200,100,,100,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,200,120,,23,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,200,150,,9.5,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,200,180,,5.8,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,200,200,,3.3,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,250,100,,120,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,250,120,,29,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,250,150,,11,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,250,180,,7,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,250,200,,4,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,300,100,,138,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,300,120,,37,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,300,150,,13,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,300,180,,8.4,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,300,200,,6,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,350,100,,146,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,350,120,,59,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,350,150,,14,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,350,180,,10,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,350,200,,7,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,400,100,,155,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,400,120,,68,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,400,150,,16,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,400,180,,13,
Thakore 2021,N2,AOS,1 w%,GO,0.05 w%,DI Water,,400,200,,9,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,100,100,,10,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,100,120,,4.8,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,100,150,,2,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,100,180,,1,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,100,200,,0.2,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,200,100,,15,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,200,120,,9,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,200,150,,2.5,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,200,180,,1.8,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,200,200,,0.44,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,300,100,,17,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,300,120,,12,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,300,150,,4,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,300,180,,2,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,300,200,,0.75,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,350,200,,0.78,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,400,100,,23,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,400,120,,15,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,400,150,,8,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,400,180,,3.3,
Thakore 2021,N2,SDS,1 w%,GO,0.05 w%,DI Water,,400,200,,0.8,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,100,100,,18,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,100,120,,12,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,100,150,,3,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,100,180,,1,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,100,200,,0.5,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,200,100,,50,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,200,120,,28,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,200,150,,7,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,200,180,,1.9,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,200,200,,0.6,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,300,100,,47,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,300,120,,27,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,300,150,,8,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,300,180,,5,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,300,200,,1.8,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,400,100,,100,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,400,120,,50,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,400,150,,12,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,400,180,,7,
Thakore 2021,N2,NP-40,1 w%,GO,0.05 w%,DI Water,,400,200,,2.8,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,100,100,,15,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,100,120,,11,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,100,150,,1.8,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,100,180,,0.5,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,100,200,,0.45,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,200,100,,15.8,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,200,120,,13,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,200,150,,4,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,200,180,,0.77,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,200,200,,0.6,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,300,100,,24,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,300,120,,15,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,300,150,,5,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,300,180,,1,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,300,200,,0.8,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,400,100,,38,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,400,120,,30,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,400,150,,10,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,400,180,,3,
Thakore 2021,N2,CTAC,1 w%,GO,0.05 w%,DI Water,,400,200,,2.5,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,10,100,,0.68,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,10,120,,0.3,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,10,150,,0.091,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,10,180,,0.041,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,100,,20,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,120,,6,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,150,,2,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,180,,1.1,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,200,,0.5,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,150,100,,28,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,150,120,,10,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,150,150,,5.4,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,150,180,,1.9,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,150,200,,1,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,100,,36,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,120,,13.6,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,150,,5.5,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,180,,3.1,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,200,,1.3,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,250,100,,59,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,250,120,,18.8,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,250,150,,6.6,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,250,180,,4.2,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,250,200,,1.7,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,100,,65,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,120,,24,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,150,,7,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,180,,3.2,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,200,,1.8,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,350,100,,90,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,350,120,,31,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,350,150,,9.5,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,350,180,,5,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,350,200,,2.7,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,100,,100,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,120,,36,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,150,,7.8,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,180,,5.6,
Thakore 2021,N2,AOS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,200,,3,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,100,,8,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,120,,4.5,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,150,,1.8,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,180,,0.8,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,100,200,,0.18,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,100,,13,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,120,,9.6,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,150,,2.2,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,180,,1.2,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,200,200,,0.42,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,100,,15,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,120,,11.7,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,150,,3.5,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,180,,1.9,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,300,200,,0.69,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,100,,22,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,120,,14,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,150,,7.5,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,180,,3,
Thakore 2021,N2,SDS,1 w%,Betonite Clay,0.36 w%,DI Water,,400,200,,0.78,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,100,100,,11.2,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,100,120,,4.8,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,100,150,,1.8,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,100,180,,0.77,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,100,200,,0.4,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,200,100,,9,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,400,100,,30,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,400,120,,14.1,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,400,150,,8,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,400,180,,2.1,
Thakore 2021,N2,NP-40,1 w%,Betonite Clay,0.36 w%,DI Water,,400,200,,1,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,100,100,,12,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,100,120,,6.2,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,100,150,,2.2,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,100,180,,1.9,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,100,200,,0.66,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,200,100,,13,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,200,120,,12,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,200,150,,4.8,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,200,180,,0.83,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,200,200,,0.65,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,300,100,,18,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,300,120,,8.5,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,300,150,,5.5,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,300,180,,1.2,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,300,200,,0.8,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,400,100,,32,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,400,120,,15,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,400,150,,9.5,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,400,180,,3,
Thakore 2021,N2,CTAC,1 w%,Betonite Clay,0.36 w%,DI Water,,400,200,,2.5,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,500,100,,67,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,500,120,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,500,150,,10,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,500,180,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,500,200,,6,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,600,100,,70,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,600,120,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,600,150,,12,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,600,180,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,600,200,,8,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,800,100,,73,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,800,120,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,800,150,,17,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,800,180,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,800,200,,9.2,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,1000,100,,78,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,1000,120,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,1000,150,,40,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,1000,180,,,
Thakore 2021,N2,AOS,1 w%,,,DI Water,,1000,200,,10,
